,Unnamed: 0,Vac_name,City,From_salary,To_salary,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requiremenst,Terms,Key_skills,Day_from_pars
893,893,IT Специалист,Санкт-Петербург,44900.0,61928.0,2020-10-05T10:14:19+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  FBS –  международная и высокотехнологичная Компания, активно внедряющая новейшие IT-решения. Мы разрабатываем крутые программные и рекламные продукты для международного брокера. ",,,,,23
894,894,IT-рекрутер,Москва,68165.0,142333.0,2020-10-02T13:47:02+0300,Нет опыта,Полная занятость,Полный день,  О компании  ,,,,,26
895,895,Project manager,Москва,102775.0,124084.0,2020-10-02T14:58:57+0300,От 3 до 6 лет,Полная занятость,Полный день,  Для управления ИТ-проектами у международного заказчика со штаб квартирой в Великобритании открыта вакансия Менеджера проектов. Готовы рассматривать кандидатов с релокацией в г. Казань или с удаленным форматом работы.   ,,,, Управление проектами; Управление рисками; PMBOK; MS Project; Английский язык; Prince2; CMMI; инфраструктура; IT инфраструктура; ИТ-инфраструктура; Business English; Ведение переговоров; Управление командой; Project management;,26
896,896,Project manager,Санкт-Петербург,91257.0,111547.0,2020-10-02T14:58:57+0300,От 3 до 6 лет,Полная занятость,Полный день,  Для управления ИТ-проектами у международного заказчика со штаб квартирой в Великобритании открыта вакансия Менеджера проектов. Готовы рассматривать кандидатов с релокацией в г. Казань или с удаленным форматом работы.   ,,,, Управление проектами; Управление рисками; PMBOK; MS Project; Английский язык; Prince2; CMMI; инфраструктура; IT инфраструктура; ИТ-инфраструктура; Business English; Ведение переговоров; Управление командой; Project management;,26
897,897,IT manager,Москва,92310.0,86463.0,2020-10-05T10:16:25+0300,От 3 до 6 лет,Полная занятость,Полный день, Приглашаем опытных кандидатов на вакансию Менеджер по развитию бизнеса. Основные задачи - продажа решений по автоматизации бизнеса на базе Dynamics 365 и собственных решений Columbus. ,,"   Высшее образование (экономическое, финансовое или техническое);    Знание технологий продаж   IT прое  ктов / решений ;   Опыт продаж IT проектов / решений в сегменте B2B от 2-х лет:    приветствуется опыт продаж проектов на платформах Microsoft;       Понимание взаимосвязей технологий и бизнес-процессов у розничных, дистрибьюторских, производственных компаний;   Знания в сфере процессов автоматизации взаимоотношений с клиентами (маркетинг, продажи, клиентское обслуживание);   Опыт работы с клиентами и ведения переговоров на уровне лиц, принимающих решения;   Опыт подготовки коммерческих предложений и проведения встреч по их защите;   Приветствуется опыт проведения пресейлов;   Хорошие коммуникативные навыки, умение подготавливать и проводить презентации, работать с возражениями;   Инициативность, ответственность, креативность мышления, гибкость;   Готовность к командировкам;   Английский язык на уровне intermediate или выше.           ","   Мы - крупная международная ИТ-консалтинговая компания, у нас дружный и профессиональный коллектив, адекватные руководители, комфортные условия для работы, интересные задачи и проекты;   ""белое"" оформление, соц. пакет (ДМС, корпоративная мобильная связь, обучение английскому в корпоративных группах, возможность проф. обучения за счет компании);   размер заработной платы обсуждаем с успешными кандидатами.   ", CRM; B2B Продажи; Навыки презентации; Активные продажи; Ведение переговоров; Прямые продажи; Проведение презентаций; Навыки продаж; Заключение договоров; Деловое общение; Деловая переписка; Client management; Presentation skills; Поиск и привлечение клиентов; Customer Relationship Management; Retail; Дистрибуция; Непрерывное производство;,23
898,898,Project manager,Москва,70000.0,124084.0,2020-10-05T09:37:37+0300,От 3 до 6 лет,Полная занятость,Полный день," ООО «ИВС» один из лидеров рынка по защите информации в Российской Федерации, мы создаем и проводим аудит систем информационной безопасности, аттестуем объекты информатизации и защищаем персональные данные в коммерческих организациях и в государственных структурах с 2006 года. Наша компания является золотым и платиновым партнером ведущих разработчиков и поставщиков средств защиты информации, таких как Microsoft, Dr. Web и Kaspersky Lab В связи с расширением отдела приглашаем в нашу команду руководителя группы продаж, который готов делиться знаниями, развиваться, работать и зарабатывать вместе с нами. ", - Обеспечить выполнение плана продаж; , - Опыт применения эффективных методик продаж; ,," Грамотная речь; Пользователь ПК; Работа в команде; Обучение и развитие; Клиентоориентированность; Умение работать в команде; Ориентация на результат; Управление временем; Мотивация; Ориентация на клиента; Работа с жалобами клиентов; Грамотность; Работа с документами; Контроль оформления документов; Работа с людьми; Ведение переговоров; Ведение клиентской базы; Создание, развитие и ведение клиентской базы; Сопровождение клиентов; Работа с базами данных; Навыки межличностного общения; работа с текущей базой клиентов; Аналитика продаж; Управление командой; Управление продажами; Обучение персонала; Управление работой с ключевыми клиентами;",23
899,899,IT manager,Москва,100000.0,86463.0,2020-10-05T10:22:37+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"     выполнять поставленный плана продаж по закрепленному перечню клиентов       поддерживать деловые отношения с существующей клиентской базой и ее постоянное развитие       проводить презентации и переговоры на уровне лиц принимающих решения в крупных государственных корпорациях и органах власти       организовывать командную работу специалистов компании при реализации проектов       создавать для клиентов дополнительную ценность от Р7-офиса, путем встраивания офисного продукта в бизнес-процессы заказчиков     ","     Опыт работы в корпоративных продажах IT сферы от 1,5-х лет (опыт работы с Госкорпорациями и федеральными органами власти является преимуществом);       умение вести переговоры на уровне ЛПР, создавать, поддерживать и развивать долгосрочные партнерские отношения       грамотная речь, умение работать с возражениями, проводить презентации       умение работать в команде и достигать поставленных целей       знание законов: законодательство в сфере закупок 44, 223 ФЗ), нормативная база в части импортозамещения       высшее образование     ","     работа в стабильной компании по разработчике ПО       график работы 5 дней в неделю с 9 до 18 часов, офис в центре Мосвы       белая ЗП (оклад 100 000 рублей гросс+годовой бонус), 100% соблюдение Трудового законодательства       компенсация командировочных и представительских затрат        Преимущества работы в компании:        возможность постоянно повышать свой совокупный доход       личностный и профессиональный рост       дружный коллектив, умеющий работать на результат       возможность внесения личного вклада в развитие лучшего российского офисного продукта     ", Ведение переговоров; Активные продажи; B2B Продажи; Работа в команде; Грамотная речь;,23
900,900,IT Инженер,Санкт-Петербург,44000.0,89200.0,2020-10-05T17:28:22+0300,Более 6 лет,Полная занятость,Полный день,  IT     Deployment     Cloud   Engineer/Инженер внедрения облачных решений  ,"   Установка облачных решений компании на базе технологий PaaS: Docker, Openshift, Kubernetes и технологий виртуализации: приватных облаков (VMWare, Openstack) и публичных облаков (Azure, Google, AWS);   Установка облачных решений других вендоров, которые необходимы для работы облачных решений компании Netcracker;   Решение проблем возникающих при установке и эксплуатации решений компании Netcracker;   Автоматизация работ по установке решений компании и других вендоров с применением технологий Ansible, Git, Go, Python.   ","   Знания и опыт в администрировании систем на базе Linux/Unix;   Знания и опыт в области технологий виртуализации: KVM, VMWare, Openstack, Contrail и публичных облаков (Azure, Google, AWS).   ",, Bash; Linux; Python; Администрирование серверов Linux; Git; Openshift; Docker; Openstack; Ansible; kubernetes;,23
901,901,IT Аналитик,Москва,96750.0,110100.0,2020-10-05T11:10:01+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Accenture  is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions—underpinned by the world’s largest delivery network—Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 449,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. ",,,,,23
902,902,IT Специалист,Санкт-Петербург,44900.0,61928.0,2020-10-05T11:28:13+0300,От 1 года до 3 лет,Полная занятость,Полный день,"   Проект - Строительство АЭС ""АККУЮ"", территориально Турецкая Республика, г. Мерсин   ","   Взаимодействие с поставщиками товаров и услуг в сфере информационных технологий и связи;   Формирование и контроль выполнения заявок на осуществление закупки товаров, работ и услуг в сфере информационных технологий и связи;   Контроль процесса согласования договоров на поставку товаров, выполнение работ, оказание услуг, а также устранение полученных замечаний во взаимодействии с иными структурными подразделениями Организации;   Участие в осуществление контроля за исполнением договоров на поставку товаров, выполнение работ, оказание услуг;   Контроль сроков действия договоров и обеспечение их своевременное продления;   Запрос и получение первичных учетных документов от контрагентов, их проверка и подписание у ответственных лиц;   Формирование и контроль выполнения заявок на оплату;   Планирование и ведение бюджета капитальных и операционных затрат подразделения;   Формирование плана оплат на месяц;   Участие в инвентаризации и ведении учета ИТ оборудования;   Ведение официальной переписки и делопроизводства подразделения;   Подготовка внутренней отчетности.   ","   Высшее профессиональное образование (техническое);   Наличие опыта работы не менее 1 года в области сопровождения деятельности ИТ-подразделения Организации;   Продвинутые знания и навыки работы с программным обеспечением MS Office (Word, Excel, PowerPoint);   Навыки ведения деловой переписки. Навыки работы в системе электронного документооборота. Навыки работы в системах на базе платформы 1С;   Знание языков: Английский язык - Pre-Intermediate и выше, Турецкий язык - будет преимуществом.   ","     Место работы: г. Мерсин, Строительная площадка АЭС ""Аккую"", территориально Турецкая Республика;     Уровень заработной платы обсуждается индивидуально по результатам собеседования;   График работы: согласно трудовому законодательству Турецкой Республики;   Предусмотрены оплата перелета в Турецкую Республику, предоставление жилья и частично питания, все затраты по легализации.   ",,23
903,903,IT Talent Sourcer,Санкт-Петербург,,,2020-10-03T01:31:06+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  QuadCode  - это международная IT-компания, разрабатывающая программное обеспечение для индустрии трейдинга и инвестиций. Наши клиенты - это компании-брокеры и финансовые организации. ",,  Иногородним кандидатам:  ,, Подбор персонала; Sourcing; Английский язык; Аналитические исследования;,25
904,904,Project manager,Москва,102775.0,124084.0,2020-10-05T09:36:21+0300,От 3 до 6 лет,Полная занятость,Полный день,"  R-Style SoftLab в поисках Руководителя проектов сопровождения!   Мы делаем банковские ИТ продукты, которые улучшают и облегчают жизнь миллионов людей. ",,,, MS Project; Управление проектами; Project management; Организаторские навыки; Работа в команде; Деловая коммуникация; MS Office; Agile Project Management; Waterfall; Scrum; PMBOK; Интернет-клиенты; Мобильный банк; Банковское ПО; ДБО;,23
905,905,Project manager,Москва,80000.0,124084.0,2020-10-18T19:25:42+0300,От 1 года до 3 лет,Полная занятость,Полный день," В связи с развитием нового продукта, международная компания ""CARGOTENDER"", ищет профессионала   в продажах интеграционных IT решений в области грузовых перевозок и логистики. Если Вы хотите продавать востребованный продукт, работать в современной, сильной международной компании, управлять своим доходом и быть на передовой развития новых технологий, тогда Вам к нам! ",,,  Что нужно уметь:  , B2B Продажи; Ведение переговоров; Активные продажи; Развитие продаж; Поиск и привлечение клиентов; CRM; Проведение презентаций; Развитие ключевых клиентов; Заключение договоров; Навыки продаж; Деловая переписка; Деловое общение; Транспортная логистика; Управление продажами; Прямые продажи; Навыки презентации; Системная интеграция; облачные IT решения; Оптимизация логистических процессов; SaaS; длинные продажи; Телефонные переговоры;,10
906,906,IT Аналитик,Москва,96750.0,110100.0,2020-10-02T09:59:07+0300,От 1 года до 3 лет,Полная занятость,Полный день," Компания «Кварта» успешно работает на рынке информационных технологий и системной интеграции с 1992 года. Мы занимаемся разработкой, внедрением и последующим сопровождением информационных систем. Нашими заказчиками являются федеральные органы государственной власти Российской Федерации, а также средние и крупные предприятия различных форм собственности. ",,,"   офис в пешей доступности от м. Китай-город, Новокузнецкая   комфортный, тихий офис, кабинеты на несколько человек;   оформление по ТК РФ, заработная плата полностью проходит по 2НДФЛ, на карту два раза в месяц;   график работы: 2/5 с 9.30 до 18.30;   ДМС после испытательного срока.   ", MS Visio; MS PowerPoint; Разработка технических заданий; Подготовка презентаций; Грамотная речь; MS Excel; Постановка задач разработчикам;,26
907,907,IT Специалист,Санкт-Петербург,80000.0,100000.0,2020-10-02T12:57:19+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   внедрять и поддерживать средства защиты информации;   проводить аудит существующей сети на уязвимости;   решать вопросы информационной безопасности, возникающие при внедрении и эксплуатации IT-систем;   контролировать меры защиты информации на всех этапах жизни IT-систем;   повышать осведомлённость пользователей по вопросам информационной безопасности;   управлять логическим доступом к системам;     предотвращение утечки информации.     ", - опыт работы в направлении информационной (IT) безопасности обязателен; , - интересная работа в крупном холдинге; ,,26
908,908,Project manager,Москва,102775.0,124084.0,2020-10-05T14:23:28+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Компания ""КИТ Консалтинг"" -  IT консалтинговая компания, оказывающая услуги по автоматизации деятельности различных предприятий. ","     Формирование бизнес-процессов с ""нуля"" продажи разных типов услуг;       Создание регламентов, обучающих материалов, демо-стендов;       Найм и обучение персонала;       Разработка системы KPI;       Контроль работы аккаунт-менеджеров (ответственные за допродажу существующим клиентам);       Участие в формировании ценности/продукта для клиентов;       Непосредственное участие в процессе продаж (на собственном примере показывать, что методики работают);       Переговоры с крупными клиентами;       Ведение отчетности, активное использование внутренней CRM системы.     ","     Опыт построения отдела продаж с ""нуля""  будет большим преимуществом ;       Наличие успешного опыта в B2B продажах ИТ-продуктов  обязательно ;       Опыт работы с в web-студии, web-интеграторе, системном интеграторе  будет большим преимуществом ;       Опыт продаж 1С/Битрикс24/retailCRM/сайтов/корпоративных порталов/мобильных приложений/консалтинга/аудита бизнес-процессов  будет большим преимуществом.      ",     Белая заработная плата (конкурентоспособный оклад + % (схема мотивации с успешным кандидатом согласовывается отдельно);       Оформление по ТК;       Испытательный срок 3 месяца       м. Шаболовская(10 мин от метро);       5 дневная рабочая неделя. 09.00-18.00/10.00-19.00.     , B2B Продажи; CRM; Холодные продажи; ERP; Web Application Development;,23
909,909,Project manager,Москва,102775.0,124084.0,2020-10-02T15:37:38+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Управление ходом реализации проекта на всех этапах от постановки задачи до сдачи;   Соблюдение нормативов по эффективности проекта (срок, бюджет);   Взаимодействие с Заказчиком на всех уровнях (руководство, бизнес, ИТ, проектное управление);   Описание перспективных реализаций в виде бизнес-требований и детальных постановок системным аналитикам и разработчикам;   Руководство группой системных аналитиков от 5 человек (наставничество, постановка и контроль выполнения задач, мотивация).   ","    Обязателен опыт внедрения программного обеспечения в Банках ТОП-20;    Понимание архитектуры построения объектно-ориентированных приложений;   Знание нотаций описания бизнес-процессов;   Знание математической статистики, SQL\VBA;   Знание банковских бизнес-процессов;   Высокий уровень эмоционального интеллекта;   Знание английского языка (желательно).   ",   Возможность профессионального и карьерного роста;   Официальное трудоустройство;   Социальный пакет;   Интересные проекты;   Быстрорастущая амбициозная компания с молодым и дружным коллективом;   Белая заработная плата состоит из оклада + премий (рассматриваются ожидания и обсуждаются с успешными кандидатами)   , Управление проектами; VBA; UML; SQL; Внедрение ПО; BPMN; Ведение переговоров;,26
910,910,Ресечер,Москва,,,2020-10-01T18:40:13+0300,Нет опыта,Полная занятость,Полный день," Big Data - приоритетное подразделение компании МТС. Уже сегодня на аналитике Big Data основывается принятие многих стратегических решений в компании. А в перспективе на ней будет базироваться вся экосистема продуктов МТС. Мы привлекаем лучших IT-специалистов, поэтому ищем в свою HR-команду классного ресечера! ",,,, Подбор персонала; IT-подбор;,27
911,911,IT Business partner,Москва,,,2020-10-01T10:54:00+0300,От 3 до 6 лет,Полная занятость,Полный день,  French pharmaceutical company in search of IT Business partner  ,,,, Project management; Пользователь ПК;,27
912,912,Project manager,Москва,150000.0,124084.0,2020-10-03T00:52:53+0300,От 3 до 6 лет,Полная занятость,Полный день, Сирена-трэвел - лидер рынка в области разработки и внедрения IT систем для авиаперевозчиков и туристических агентств. ,"   Формирование плана проекта, с последующим распределением и контролем выполнения задач внутри команды. В команде аналитики, разработчики, дизайнеры, инженеры;   Координация работ по проекту, обеспечение взаимодействия различных команд разработки в рамках выполнения общих и смежных задач;   Участие в процессах формализации и оценки задач;   Подготовка отчетов по состоянию работ.   ","   Высшее образование;   Знание и понимание принципов проектного управления;   Опыт работы в аналогичной позиции от 1 года;   Высокий уровень самоорганизации и ответственности, умение работать в режиме многозадачности;   Опыт работы на позиции разработчика или аналитика от 2 лет;   Работать предстоит с Atlassian Jira и Confluence, так что потребуется уверенное владение этим инструментом.   ","   Офисы в Москве и Санкт-Петербурге;   Официальное трудоустройство, белая зарплата;   Гибкое начало и окончание рабочего дня;     ДМС со стоматологией;     Крупная стабильная компания.   ", Управление проектами; Информационные технологии; Atlassian Jira; Atlassian Confluence; Project management;,25
913,913,IT-рекрутер,Москва,68165.0,142333.0,2020-10-02T09:30:51+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Ведение полного цикла подбора IT- специалистов.   Прямой поиск кандидатов с использованием нестандартных источников.   Развитие альтернативных каналов найма (мессенджеры, соц.сети, проф.сообщества).   Мониторинг рынка труда.   Выстраивание эффективных взаимоотношений с заказчиком, оказывать поддержку на всех этапах рекрутмента.   Участие в HR проектах.   Ведение внутренней отчётности.   ",   Высшее образование.   Опыт в подборе персонала от 2-х лет (как преимущество: IT/Digital компании).   Желание развиваться в сфере IT-recruitment.   Проактивность.   Умение работать в режиме многозадачности.   ,"   Сложные и интересные задачи, которые каждый день будут прокачивать Ваши навыки и профессионализм.   Реальные перспективы профессионального и карьерного роста.   Достойное вознаграждение с учетом уровня компетенций.   Белая и своевременная заработная плата.   Оформление по ТК РФ.   Добровольное медицинское страхование по истечении испытательного срока.   Внутренняя корпоративная культура.   Обучение от компании   Спортивные групповые занятия (йога, стретчинг…).   Вкусные завтраки и обеды в столовой на территории работодателя.   График работы 5/2, пн-чт с 9-00 до 18-00, пт с 9-00 до 16-45.   Офис в экологически чистом районе, рядом Гребной канал, зеленая зона, р. Москва, комплекс спортивных сооружений (бассейн, велотрек, горнолыжный комплекс, места для велопрогулок и др. Адрес: район Крылатское, ул. Островная 4, корпоративный транспорт от метро «Полежаевская», «Кунцевская».    Вакансия открыта на конкурсной основе      ", Recruitment; Рекрутмент; Подбор персонала;,26
914,914,Project manager,Москва,102775.0,124084.0,2020-10-02T10:08:01+0300,От 3 до 6 лет,Полная занятость,Полный день,  Чем предстоит заниматься:  ,,"   Высшее техническое или экономическое образование.   Опыт работы не менее 3-ти лет в проектах ИТ   Практический опыт управления проектами, портфелями проектов.   Знание и практический опыт использования методологий управления проектами (PMBOK, Agile).   Знание на уровне продвинутого пользователя: MS Project, MS PowerPoint, MS Excel   Опыт работы с продуктовой линейкой Atlassian (Jira, Confluence);   Навыки работы с большими объёмами информации;   Умение самостоятельно контролировать свои задания и сроки;   Умение кратко и понятно излагать свои мысли в устной и письменной форме;   Будет плюсом опыт работы с плагинами Jira: Structure, BigPicture или аналогичными   ","   Оформление по ТК РФ;   Стабильные выплаты заработной платы;   Работа офисе в Москве (м. Бауманская/м. Курская), шаговая доступность;   График работы: 5/2, 09.00 - 18.00;   Возможности карьерного роста;   Посещение фитнес-клуба и туристические поездки на льготных условиях;   Предоставляется льготная корпоративная мобильная связь;   Льготное корпоративное кредитование сотрудников;   Программы для детей - подготовка к школе, организация отдыха и досуга, конкурсы с ценными призами;   Бесплатный настольный теннис, футбол, волейбол, обучение танцам;   Оформление добровольного медицинского страхования на льготных условиях;   Подарки к праздникам для сотрудников и их детей (набор первоклассника и т.д.);   Приобретение товаров компании со скидками.   ", MS Project; Управление проектами; PMBOK; Управление рисками; Atlassian Jira;,26
915,915,IT-рекрутер,Санкт-Петербург,60000.0,100000.0,2020-09-30T22:44:22+0300,Нет опыта,Полная занятость,Полный день, Мы - GreenCode. Быстро развивающаяся IT компания с большим количеством собственных проектов и амбиций. ," Мы ищем того, с кем мы будем работать долго и плодотворно - у нас крутая команда, минимум бюрократии, мы нацелены на результат и рост каждого члена команды. У нас есть четкое понимание, что мы хотим получить в результате, какие задачи будут стоять перед каждым человеком.  Если вы сильный специалист, готовый ворваться в нашу команду, наполнить ее своей энергией, найти новых талантливых людей и помочь нам вырасти - мы вас ждем и будем рады знакомству!  Мы находимся в самом центре города на Петроградской в просторном панорамном офисе с видом на Неву, а также вкусным рестораном на первом этаже)) ",,, Рекрутмент; Массовый подбор персонала; Мотивация персонала; Работа с людьми; Внутренние коммуникации; Кадровая политика; Кадровая стратегия; Кадровое планирование;,28
916,916,Project manager,Санкт-Петербург,91257.0,111547.0,2020-10-01T11:18:31+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   руководство программным проектом на стадии реализации: планирование, управление и организация работы команды реализации проекта   управление бюджетом проекта, сроками, коммуникациями, результатами и т.д.   взаимодействие с заказчиком, подрядчиками, другими подразделениями компании, ведение документооборота и учета в соответствии с правилами компании   участие в продаже программных проектов на стадии пре-сейл: участие в переговорах с потенциальным заказчиком с целью уточнения задачи, предварительная проработка способов реализации, планирование, оценка потенциального проекта   ","   опыт руководства коммерческими проектами по разработке, внедрению, сопровождению прикладных программных систем не менее 3-х лет   опыт участия в проектах в качестве разработчика, архитектора, аналитика будет плюсом   знания и опыт применения современных подходов к управлению проектами: Agile методы (включая SCRUM), Kanban, PMBoK и др.   опыт использования MS Project   опыт использования средств управления задачами, bug tracking систем, систем контроля версий   английский язык - уровень Intermediate   ",   официальное оформление и зп   пятидневка с 10 до 19   возможны командировки   офис рядом со ст.м.Лесная   , Управление проектами; Agile Project Management; MS Project; Английский язык; Управление командой;,27
917,917,IT Аналитик,Москва,96750.0,110100.0,2020-10-02T23:26:02+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  В ""Сберавтопарк"" в связи с развитием бизнеса открывается вакансия IT-аналитик  ",,,, MS SQL; SQL; MS SQL Server; MS Project; Бизнес-анализ; Terrasoft CRM; 1С-Битрикс; Разработка технических заданий; Аналитическое мышление;,26
918,918,Sales manager,Санкт-Петербург,60000.0,106428.0,2020-10-01T12:06:07+0300,От 3 до 6 лет,Частичная занятость,Гибкий график," У нас много сделок с высоким средним чеком и хорошо отлаженный поток лидогенерации из различных каналов. Никаких холодных звонков, работа на входящем потоке (телефон, Skype) и по сложившейся базе. Ищем человека, заинтересованного в развитии в сфере IT продаж (услуги, сервисы, digital решения). ","     Удаленная работа в Компании по предоставлению ИТ-услуг (ИТ-аутсорсинг/ Digital маркетинг);       Работа с готовой базой и входящими заявками (от 50 до 100 в месяц), презентация услуг Компании по телефону/Skype;       Организация встреч с Клиентами, ведение переговоров с первыми лицами Компаний;       Участие во встречах с Клиентами, ведение протокола встреч с клиентами. Создание коммерческих предложений для потенциальных Клиентов, заключение договоров, документальное сопровождение продаж и услуг;       Работа с имеющейся базой клиентов, транзакционные продажи существующим, выстраивание долгосрочных отношений;       Работа в CRM, составление отчетов по результатам работы, прогнозирование продаж.     ",,"     Официальное трудоустройство (после прохождения испытательного срока)       Заработная плата: оклад +KPI +% от заключения договоров и сопровождения приведенных клиентов (мы не ограничиваем ваши возможности никакими рамками)       Удаленная работа        Занятость 60-80 часов в месяц. Окладная часть за занятость 60-80 часов в месяц ~15 000-20 000 руб. (""Потолка"" в зп нет).      ", Телефонные переговоры; Клиентоориентированность; Сопровождение клиентов; Подготовка коммерческих предложений;,27
